Order_ID,Date,User_Name,Pages,Print_Type,Copies,Total_Pages_Printed,Rate_per_Page,Shop_Earning,App_Earning,Total_Amount,Payment_Method,Order_Status
TOK00270,2025-03-07,User_492,44,Black & White,3,132,1.5,165.0,33.0,198.0,UPI,Completed
TOK00271,2025-08-02,User_1041,50,Color,2,100,1.5,125.0,25.0,150.0,UPI,Completed
TOK00272,2023-01-22,User_191,38,Color,2,76,1.5,95.0,19.0,114.0,UPI,Completed
TOK00273,2025-11-01,User_737,33,Black & White,2,66,1.5,82.5,16.5,99.0,UPI,Completed
TOK00274,2024-01-11,User_520,17,Black & White,2,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK00275,2025-02-07,User_950,19,Color,3,57,1.5,71.25,14.25,85.5,UPI,Completed
TOK00276,2024-06-26,User_1167,49,Color,2,98,1.5,122.5,24.5,147.0,UPI,Completed
TOK00277,2024-06-19,User_843,34,Black & White,3,102,1.5,127.5,25.5,153.0,UPI,Completed
TOK00278,2024-03-30,User_1156,14,Color,2,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK00279,2023-08-07,User_1039,10,Black & White,2,20,1.5,25.0,5.0,30.0,UPI,Completed
TOK00280,2025-01-29,User_606,4,Black & White,3,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK00281,2025-02-08,User_30,43,Black & White,2,86,1.5,107.5,21.5,129.0,UPI,Completed
TOK00282,2025-11-13,User_1103,49,Color,2,98,1.5,122.5,24.5,147.0,UPI,Completed
TOK00283,2023-07-05,User_991,38,Black & White,2,76,1.5,95.0,19.0,114.0,UPI,Completed
TOK00284,2023-02-28,User_984,41,Color,2,82,1.5,102.5,20.5,123.0,UPI,Completed
TOK00285,2023-12-20,User_1064,42,Color,3,126,1.5,157.5,31.5,189.0,UPI,Completed
TOK00286,2023-08-07,User_1196,12,Color,1,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK00287,2023-11-09,User_861,32,Color,3,96,1.5,120.0,24.0,144.0,UPI,Completed
TOK00288,2024-08-12,User_164,48,Color,1,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00289,2024-11-20,User_528,24,Black & White,2,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00290,2024-03-26,User_249,18,Black & White,2,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK00291,2023-02-15,User_1038,15,Black & White,2,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00292,2025-05-15,User_276,10,Black & White,1,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK00293,2024-01-14,User_119,37,Color,3,111,1.5,138.75,27.75,166.5,UPI,Completed
TOK00294,2023-08-05,User_605,11,Black & White,2,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK00295,2024-03-12,User_1127,17,Black & White,2,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK00296,2024-12-29,User_1034,13,Color,1,13,1.5,16.25,3.25,19.5,UPI,Completed
TOK00297,2024-12-07,User_1197,43,Black & White,1,43,1.5,53.75,10.75,64.5,UPI,Completed
TOK00298,2023-12-07,User_661,13,Black & White,3,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK00299,2024-02-10,User_543,45,Black & White,3,135,1.5,168.75,33.75,202.5,UPI,Completed
TOK00300,2023-07-13,User_213,6,Black & White,2,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK00301,2023-04-22,User_267,42,Color,2,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK00302,2024-01-21,User_908,23,Color,3,69,1.5,86.25,17.25,103.5,UPI,Completed
TOK00303,2024-11-20,User_312,18,Black & White,1,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00304,2023-11-07,User_683,27,Color,2,54,1.5,67.5,13.5,81.0,UPI,Completed
TOK00305,2023-07-19,User_754,23,Color,3,69,1.5,86.25,17.25,103.5,UPI,Completed
TOK00306,2024-12-05,User_938,1,Black & White,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00307,2024-09-28,User_79,45,Color,1,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK00308,2023-02-20,User_96,39,Black & White,1,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK00309,2025-08-18,User_129,9,Color,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00310,2023-07-31,User_1168,3,Black & White,2,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00311,2025-01-29,User_375,10,Black & White,2,20,1.5,25.0,5.0,30.0,UPI,Completed
TOK00312,2024-04-28,User_935,37,Color,1,37,1.5,46.25,9.25,55.5,UPI,Completed
TOK00313,2025-12-05,User_1196,34,Black & White,3,102,1.5,127.5,25.5,153.0,UPI,Completed
TOK00314,2023-08-28,User_750,18,Black & White,2,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK00315,2025-10-08,User_86,29,Color,2,58,1.5,72.5,14.5,87.0,UPI,Completed
TOK00316,2024-12-02,User_195,29,Color,2,58,1.5,72.5,14.5,87.0,UPI,Completed
TOK00317,2025-06-12,User_344,40,Black & White,3,120,1.5,150.0,30.0,180.0,UPI,Completed
TOK00318,2025-06-10,User_497,43,Black & White,2,86,1.5,107.5,21.5,129.0,UPI,Completed
TOK00319,2023-12-27,User_412,3,Black & White,1,3,1.5,3.75,0.75,4.5,UPI,Completed
TOK00320,2025-09-27,User_219,27,Color,2,54,1.5,67.5,13.5,81.0,UPI,Completed
TOK00321,2025-02-17,User_1110,3,Black & White,2,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00322,2025-06-12,User_61,48,Color,1,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00323,2024-02-22,User_160,3,Color,2,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00324,2023-03-25,User_728,7,Black & White,1,7,1.5,8.75,1.75,10.5,UPI,Completed
TOK00325,2024-08-15,User_650,36,Color,2,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK00326,2025-02-23,User_269,35,Black & White,1,35,1.5,43.75,8.75,52.5,UPI,Completed
TOK00327,2023-11-05,User_710,15,Color,3,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK00328,2023-05-02,User_922,37,Black & White,2,74,1.5,92.5,18.5,111.0,UPI,Completed
TOK00329,2023-02-20,User_241,44,Color,2,88,1.5,110.0,22.0,132.0,UPI,Completed
TOK00330,2025-10-15,User_88,47,Color,3,141,1.5,176.25,35.25,211.5,UPI,Completed
TOK00331,2024-01-15,User_1008,27,Color,3,81,1.5,101.25,20.25,121.5,UPI,Completed
TOK00332,2023-10-27,User_596,10,Black & White,1,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK00333,2025-05-30,User_576,26,Color,3,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK00334,2023-06-19,User_277,35,Black & White,2,70,1.5,87.5,17.5,105.0,UPI,Completed
TOK00335,2024-11-14,User_750,47,Color,3,141,1.5,176.25,35.25,211.5,UPI,Completed
TOK00336,2025-07-30,User_942,4,Black & White,1,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK00337,2025-07-22,User_229,25,Color,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK00338,2025-01-27,User_839,9,Black & White,1,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK00339,2023-11-28,User_359,42,Black & White,1,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK00340,2024-02-20,User_874,19,Black & White,2,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK00341,2023-10-10,User_467,49,Color,1,49,1.5,61.25,12.25,73.5,UPI,Completed
TOK00342,2023-08-25,User_642,8,Black & White,2,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK00343,2024-02-17,User_944,26,Black & White,1,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK00344,2025-10-14,User_976,1,Black & White,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00345,2024-09-06,User_990,16,Black & White,1,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK00346,2025-11-19,User_312,28,Color,1,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK00347,2023-02-06,User_683,32,Color,2,64,1.5,80.0,16.0,96.0,UPI,Completed
TOK00348,2024-08-31,User_164,8,Black & White,2,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK00349,2025-02-20,User_538,49,Color,1,49,1.5,61.25,12.25,73.5,UPI,Completed
TOK00350,2023-01-17,User_465,33,Color,1,33,1.5,41.25,8.25,49.5,UPI,Completed
TOK00351,2024-08-30,User_512,4,Black & White,1,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK00352,2025-02-18,User_584,45,Color,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00353,2025-03-05,User_409,36,Black & White,1,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK00354,2024-05-27,User_646,36,Black & White,3,108,1.5,135.0,27.0,162.0,UPI,Completed
TOK00355,2025-10-03,User_732,44,Black & White,2,88,1.5,110.0,22.0,132.0,UPI,Completed
TOK00356,2024-03-05,User_665,16,Color,2,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK00357,2023-06-24,User_435,25,Black & White,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK00358,2024-04-13,User_686,21,Black & White,2,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK00359,2023-01-16,User_406,32,Color,2,64,1.5,80.0,16.0,96.0,UPI,Completed
TOK00360,2024-10-31,User_66,40,Color,2,80,1.5,100.0,20.0,120.0,UPI,Completed
TOK00361,2025-01-06,User_625,45,Color,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00362,2023-05-12,User_986,2,Color,3,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00363,2023-02-08,User_839,46,Black & White,3,138,1.5,172.5,34.5,207.0,UPI,Completed
TOK00364,2024-03-03,User_428,30,Color,1,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00365,2025-05-18,User_570,14,Black & White,1,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK00366,2024-11-23,User_305,40,Black & White,1,40,1.5,50.0,10.0,60.0,UPI,Completed
TOK00367,2025-08-25,User_1199,21,Black & White,2,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK00368,2023-11-08,User_530,30,Black & White,2,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK00369,2025-07-08,User_273,13,Color,1,13,1.5,16.25,3.25,19.5,UPI,Completed
TOK00370,2025-02-22,User_1061,24,Color,3,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK00371,2023-10-30,User_441,15,Color,2,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00372,2025-01-03,User_1092,33,Black & White,2,66,1.5,82.5,16.5,99.0,UPI,Completed
TOK00373,2024-12-15,User_289,21,Color,3,63,1.5,78.75,15.75,94.5,UPI,Completed
TOK00374,2024-07-07,User_356,13,Color,2,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK00375,2024-12-14,User_970,47,Black & White,2,94,1.5,117.5,23.5,141.0,UPI,Completed
TOK00376,2025-04-11,User_328,4,Black & White,2,8,1.5,10.0,2.0,12.0,UPI,Completed
TOK00377,2025-04-15,User_153,5,Black & White,2,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK00378,2024-11-24,User_61,14,Color,2,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK00379,2023-07-08,User_137,28,Black & White,3,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK00380,2024-02-16,User_694,38,Black & White,3,114,1.5,142.5,28.5,171.0,UPI,Completed
TOK00381,2024-04-12,User_648,30,Color,2,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK00382,2024-12-07,User_1078,49,Black & White,1,49,1.5,61.25,12.25,73.5,UPI,Completed
TOK00383,2023-08-27,User_919,33,Black & White,3,99,1.5,123.75,24.75,148.5,UPI,Completed
TOK00384,2024-06-15,User_942,44,Color,2,88,1.5,110.0,22.0,132.0,UPI,Completed
TOK00385,2025-04-09,User_280,49,Color,2,98,1.5,122.5,24.5,147.0,UPI,Completed
TOK00386,2025-10-23,User_519,40,Black & White,3,120,1.5,150.0,30.0,180.0,UPI,Completed
TOK00387,2025-01-06,User_279,11,Color,1,11,1.5,13.75,2.75,16.5,UPI,Completed
TOK00388,2023-05-30,User_974,9,Black & White,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00389,2023-10-08,User_649,1,Color,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00390,2024-12-22,User_1171,41,Color,3,123,1.5,153.75,30.75,184.5,UPI,Completed
TOK00391,2023-05-21,User_265,25,Color,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK00392,2025-04-05,User_186,37,Black & White,3,111,1.5,138.75,27.75,166.5,UPI,Completed
TOK00393,2023-06-07,User_306,31,Black & White,1,31,1.5,38.75,7.75,46.5,UPI,Completed
TOK00394,2024-08-18,User_865,9,Black & White,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00395,2023-08-25,User_755,5,Black & White,2,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK00396,2025-02-09,User_889,29,Black & White,1,29,1.5,36.25,7.25,43.5,UPI,Completed
TOK00397,2025-11-18,User_171,1,Black & White,3,3,1.5,3.75,0.75,4.5,UPI,Completed
TOK00398,2024-09-16,User_552,6,Black & White,1,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00399,2025-12-26,User_973,14,Black & White,2,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK00400,2024-09-14,User_138,1,Black & White,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00401,2024-11-21,User_1014,11,Color,2,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK00402,2025-06-06,User_1124,27,Color,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK00403,2023-12-26,User_493,6,Black & White,3,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00404,2025-06-27,User_372,2,Color,2,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK00405,2024-09-04,User_346,8,Color,2,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK00406,2025-10-13,User_8,5,Color,2,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK00407,2025-04-17,User_1192,32,Black & White,2,64,1.5,80.0,16.0,96.0,UPI,Completed
TOK00408,2024-09-11,User_1187,7,Color,3,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK00409,2025-03-02,User_562,32,Black & White,2,64,1.5,80.0,16.0,96.0,UPI,Completed
TOK00410,2024-08-20,User_835,16,Color,1,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK00411,2025-05-27,User_533,26,Black & White,1,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK00412,2024-07-21,User_1031,25,Black & White,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK00413,2024-11-22,User_638,17,Black & White,3,51,1.5,63.75,12.75,76.5,UPI,Completed
TOK00414,2025-08-19,User_267,29,Black & White,2,58,1.5,72.5,14.5,87.0,UPI,Completed
TOK00415,2025-03-19,User_848,47,Color,2,94,1.5,117.5,23.5,141.0,UPI,Completed
TOK00416,2023-05-01,User_495,46,Black & White,3,138,1.5,172.5,34.5,207.0,UPI,Completed
TOK00417,2023-10-30,User_1096,46,Color,1,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK00418,2023-12-02,User_260,12,Color,1,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK00419,2024-04-13,User_52,45,Color,1,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK00420,2025-08-03,User_1058,5,Color,3,15,1.5,18.75,3.75,22.5,UPI,Completed
TOK00421,2023-12-10,User_609,21,Color,2,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK00422,2023-06-17,User_300,43,Black & White,1,43,1.5,53.75,10.75,64.5,UPI,Completed
TOK00423,2023-10-02,User_1156,8,Black & White,3,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK00424,2024-10-16,User_983,28,Color,3,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK00425,2025-12-08,User_562,14,Black & White,2,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK00426,2023-03-03,User_891,24,Black & White,2,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00427,2025-03-14,User_780,38,Color,1,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK00428,2024-10-07,User_630,43,Black & White,3,129,1.5,161.25,32.25,193.5,UPI,Completed
TOK00429,2023-02-27,User_926,20,Black & White,1,20,1.5,25.0,5.0,30.0,UPI,Completed
TOK00430,2023-10-20,User_57,2,Color,2,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK00431,2024-10-28,User_540,1,Black & White,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00432,2023-02-24,User_404,25,Color,1,25,1.5,31.25,6.25,37.5,UPI,Completed
TOK00433,2023-02-12,User_602,27,Black & White,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK00434,2024-06-27,User_380,30,Color,1,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00435,2024-09-10,User_1060,40,Black & White,2,80,1.5,100.0,20.0,120.0,UPI,Completed
TOK00436,2025-07-26,User_260,32,Color,3,96,1.5,120.0,24.0,144.0,UPI,Completed
TOK00437,2023-04-24,User_1037,32,Black & White,2,64,1.5,80.0,16.0,96.0,UPI,Completed
TOK00438,2024-09-23,User_240,48,Black & White,3,144,1.5,180.0,36.0,216.0,UPI,Completed
TOK00439,2024-07-01,User_585,27,Black & White,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK00440,2024-06-22,User_1012,27,Color,3,81,1.5,101.25,20.25,121.5,UPI,Completed
TOK00441,2023-10-13,User_384,24,Color,2,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00442,2024-01-03,User_317,9,Color,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00443,2024-01-16,User_310,38,Black & White,1,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK00444,2025-08-12,User_787,22,Color,2,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK00445,2025-06-08,User_805,42,Color,1,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK00446,2024-04-12,User_361,33,Color,2,66,1.5,82.5,16.5,99.0,UPI,Completed
TOK00447,2025-02-14,User_209,11,Black & White,1,11,1.5,13.75,2.75,16.5,UPI,Completed
TOK00448,2023-06-17,User_951,22,Black & White,1,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK00449,2024-04-15,User_245,22,Black & White,1,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK00450,2023-03-16,User_939,9,Color,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00451,2024-09-16,User_25,23,Color,3,69,1.5,86.25,17.25,103.5,UPI,Completed
TOK00452,2023-02-16,User_879,39,Color,1,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK00453,2023-08-13,User_962,36,Black & White,2,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK00454,2023-04-13,User_815,4,Black & White,1,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK00455,2024-06-15,User_422,1,Color,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00456,2023-09-17,User_1115,1,Color,3,3,1.5,3.75,0.75,4.5,UPI,Completed
TOK00457,2023-10-28,User_716,38,Color,1,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK00458,2023-04-15,User_703,40,Black & White,3,120,1.5,150.0,30.0,180.0,UPI,Completed
TOK00459,2024-05-17,User_527,33,Black & White,1,33,1.5,41.25,8.25,49.5,UPI,Completed
TOK00460,2023-10-29,User_692,37,Color,2,74,1.5,92.5,18.5,111.0,UPI,Completed
TOK00461,2024-02-27,User_433,9,Color,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00462,2025-04-24,User_401,9,Color,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00463,2025-08-11,User_1196,11,Color,3,33,1.5,41.25,8.25,49.5,UPI,Completed
TOK00464,2023-01-01,User_19,3,Color,2,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00465,2023-12-26,User_445,20,Color,1,20,1.5,25.0,5.0,30.0,UPI,Completed
TOK00466,2025-03-02,User_1071,22,Color,1,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK00467,2023-08-09,User_851,3,Color,3,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK00468,2025-01-16,User_733,5,Color,1,5,1.5,6.25,1.25,7.5,UPI,Completed
TOK00469,2024-04-16,User_1162,36,Black & White,1,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK00470,2025-09-10,User_436,5,Color,2,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK00471,2023-02-12,User_864,33,Black & White,2,66,1.5,82.5,16.5,99.0,UPI,Completed
TOK00472,2024-07-12,User_399,28,Color,1,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK00473,2024-04-07,User_947,44,Color,1,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK00474,2024-03-09,User_517,22,Color,2,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK00475,2024-02-13,User_739,28,Black & White,1,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK00476,2024-03-22,User_953,3,Color,3,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK00477,2025-04-22,User_882,21,Black & White,3,63,1.5,78.75,15.75,94.5,UPI,Completed
TOK00478,2023-01-26,User_182,43,Black & White,3,129,1.5,161.25,32.25,193.5,UPI,Completed
TOK00479,2024-12-05,User_1176,40,Black & White,3,120,1.5,150.0,30.0,180.0,UPI,Completed
TOK00480,2024-10-26,User_818,13,Color,1,13,1.5,16.25,3.25,19.5,UPI,Completed
TOK00481,2024-05-09,User_752,9,Black & White,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00482,2025-05-31,User_446,50,Black & White,1,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK00483,2023-09-30,User_690,2,Color,2,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK00484,2024-05-13,User_372,1,Color,3,3,1.5,3.75,0.75,4.5,UPI,Completed
TOK00485,2024-08-18,User_348,16,Color,1,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK00486,2024-12-02,User_852,30,Color,3,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00487,2023-11-26,User_287,40,Color,2,80,1.5,100.0,20.0,120.0,UPI,Completed
TOK00488,2024-05-28,User_1050,34,Black & White,2,68,1.5,85.0,17.0,102.0,UPI,Completed
TOK00489,2024-07-13,User_352,20,Color,2,40,1.5,50.0,10.0,60.0,UPI,Completed
TOK00490,2025-04-16,User_672,36,Color,3,108,1.5,135.0,27.0,162.0,UPI,Completed
TOK00491,2025-02-08,User_341,1,Black & White,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00492,2024-03-04,User_748,45,Color,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00493,2024-08-17,User_419,2,Black & White,3,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00494,2024-05-07,User_341,12,Black & White,2,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK00495,2025-05-07,User_531,28,Black & White,1,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK00496,2023-11-03,User_990,40,Color,3,120,1.5,150.0,30.0,180.0,UPI,Completed
TOK00497,2023-02-18,User_911,47,Color,3,141,1.5,176.25,35.25,211.5,UPI,Completed
TOK00498,2023-05-15,User_309,6,Color,1,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00499,2025-03-21,User_568,28,Black & White,3,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK00500,2023-04-13,User_1147,15,Color,2,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00501,2023-04-22,User_127,3,Color,1,3,1.5,3.75,0.75,4.5,UPI,Completed
TOK00502,2024-12-25,User_1125,33,Black & White,2,66,1.5,82.5,16.5,99.0,UPI,Completed
TOK00503,2023-04-26,User_1020,21,Black & White,3,63,1.5,78.75,15.75,94.5,UPI,Completed
TOK00504,2025-06-25,User_280,46,Black & White,3,138,1.5,172.5,34.5,207.0,UPI,Completed
TOK00505,2023-04-26,User_306,28,Color,2,56,1.5,70.0,14.0,84.0,UPI,Completed
TOK00506,2023-08-27,User_1145,39,Color,3,117,1.5,146.25,29.25,175.5,UPI,Completed
TOK00507,2024-11-23,User_802,18,Color,3,54,1.5,67.5,13.5,81.0,UPI,Completed
TOK00508,2025-08-28,User_914,19,Color,1,19,1.5,23.75,4.75,28.5,UPI,Completed
TOK00509,2023-05-19,User_799,36,Black & White,1,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK00510,2023-09-04,User_454,35,Black & White,1,35,1.5,43.75,8.75,52.5,UPI,Completed
TOK00511,2025-02-02,User_571,16,Color,2,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK00512,2023-01-10,User_149,45,Black & White,1,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK00513,2025-10-15,User_751,35,Color,3,105,1.5,131.25,26.25,157.5,UPI,Completed
TOK00514,2023-07-05,User_1188,30,Black & White,3,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00515,2024-08-18,User_226,25,Color,1,25,1.5,31.25,6.25,37.5,UPI,Completed
TOK00516,2024-05-05,User_1114,21,Color,1,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK00517,2024-06-18,User_421,38,Color,3,114,1.5,142.5,28.5,171.0,UPI,Completed
TOK00518,2024-11-08,User_123,39,Color,1,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK00519,2025-04-22,User_698,23,Black & White,3,69,1.5,86.25,17.25,103.5,UPI,Completed
TOK00520,2023-09-06,User_754,6,Black & White,3,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00521,2024-03-09,User_27,40,Color,1,40,1.5,50.0,10.0,60.0,UPI,Completed
TOK00522,2024-01-18,User_818,17,Black & White,3,51,1.5,63.75,12.75,76.5,UPI,Completed
TOK00523,2025-04-19,User_345,32,Black & White,3,96,1.5,120.0,24.0,144.0,UPI,Completed
TOK00524,2024-09-11,User_964,48,Black & White,1,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00525,2024-08-27,User_187,16,Black & White,3,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00526,2025-02-06,User_303,7,Black & White,1,7,1.5,8.75,1.75,10.5,UPI,Completed
TOK00527,2023-06-01,User_1157,15,Black & White,2,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00528,2023-01-25,User_1101,5,Color,3,15,1.5,18.75,3.75,22.5,UPI,Completed
TOK00529,2024-09-22,User_141,37,Color,3,111,1.5,138.75,27.75,166.5,UPI,Completed
TOK00530,2024-01-23,User_1188,43,Color,2,86,1.5,107.5,21.5,129.0,UPI,Completed
TOK00531,2023-12-22,User_1014,40,Black & White,2,80,1.5,100.0,20.0,120.0,UPI,Completed
TOK00532,2023-10-02,User_1173,42,Black & White,1,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK00533,2025-07-11,User_952,15,Color,2,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00534,2023-09-08,User_58,4,Color,1,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK00535,2025-06-07,User_449,18,Color,3,54,1.5,67.5,13.5,81.0,UPI,Completed
TOK00536,2025-12-26,User_137,19,Black & White,2,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK00537,2023-12-13,User_717,2,Black & White,2,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK00538,2024-07-21,User_1013,28,Black & White,3,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK00539,2024-11-27,User_128,48,Black & White,3,144,1.5,180.0,36.0,216.0,UPI,Completed
TOK00540,2024-10-13,User_713,45,Color,1,45,1.5,56.25,11.25,67.5,UPI,Completed
